Company,City,State,County,Number,Ownership,Operator Name,Operator City,Operator State,Services 1,Services 2,Services 3,Services 4,Services 5,Services 6,Services 7,Services 8
"PREMIER HOME HEALTH CARE SERVICES, INC.",BRONX,NY ,Bronx, 718-828-4700, Proprietary Corporation,"PREMIER HOME HEALTH CARE SERVICES, INC.",WHITE PLAINS,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"PROFESSIONAL REGISTERED NURSING, P.C.",BRONX,NY ,Bronx, 718-515-5050, Proprietary Corporation,P.R.N. PROFESSIONAL REGISTERED NURSING P.C.,EASTCHESTER,N	 ,Nursing
"PUERTO RICAN HOME ATTENDANT SERVICES, INC.",BRONX,NY ,Bronx, 718-292-8770, Voluntary Corporation,"PUERTO RICAN HOME ATTENDANT SERVICES, INC.",BRONX,N	 ,Home Health Aide,Nursing,Personal Care
RAIN HOME ATTENDANT SERVICES INC.,BRONX,NY ,Bronx, 718-829-2131, Voluntary Corporation,"R.A.I.N. HOME ATTENDANT SERVICES, INC.",BRONX,N	 ,Home Health Aide,Nursing,Personal Care
RIVERDALE HOME CARE AGENCY,BRONX,NY ,Bronx, 718-549-3300, Partnership,RIVERDALE HOME CARE AGENCY AND RIVERDALE LTD HCSA,BRONX,N	 ,Home Health Aide,Nursing,Personal Care
"SEBNC QUALITY VENDING SERVICE, INC.",BRONX,NY ,Bronx, 718-792-6644, Voluntary Corporation,"SEBNC QUALITY VENDING SERVICES, INC.",BRONX,N	 ,Home Health Aide,Nursing,Personal Care
SELECTIVE CARE AGENCY,BRONX,NY ,Bronx, 718-292-1299, Individual,SELECTIVE CARE AGENCY,BRONX,N	 ,Home Health Aide,Nursing,Personal Care
"UNITY HOME CARE, INC.",BRONX,NY ,Bronx, 718-220-4155, Proprietary Corporation,"UNITY HOME CARE AGENCY, INC.",BRONX,N	 ,Home Health Aide,Homemaker,Housekeeper,Nursing,Personal Care
"UNLIMITED CARE, INC.",BRONX,NY ,Bronx, 718-409-6160, Proprietary Corporation,"UNLIMITED CARE, INC.",WHITE PLAINS,N	 ,Home Health Aide,Nursing,Personal Care
"UTOPIA HOME CARE, INC.",BRONX,NY ,Bronx, 718-239-0010, Proprietary Corporation,"UTOPIA HOME CARE, INC.",KINGS PARK,N	 ,Home Health Aide,Homemaker,Housekeeper,Nursing,Personal Care
VNS CHOICE COMMUNITY CARE,BRONX,NY ,Bronx, 718-536-3100, Voluntary Corporation,VNS CHOICE COMMUNITY CARE,NEW YORK,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Medical Supplies Equipment and Appliances,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
WAGNER HOME CARE AGENCY,BRONX,NY ,Bronx, 212-838-5930, Proprietary Corporation,"WAGNER HOME CARE SERVICES, INC.",BRONX,N	 ,Home Health Aide,Nursing,Personal Care
"1ST CHOICE HOME CARE SERVICES, INC.",BROOKLYN,NY ,Kings, 347-492-5982, Proprietary Corporation,"1ST CHOICE HOME CARE SERVICES, INC.",BROOKLYN,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"A-LIFE SAVER HOME CARE SERVICES, INC.",BROOKLYN,NY ,Kings, 718-972-9792, Proprietary Corporation,"A-LIFE SAVER HOME CARE SERVICES, INC.",BROOKLYN,N	 ,Home Health Aide,Nursing,Personal Care
"ABUNDANT LIFE AGENCY, INC.",BROOKLYN,NY ,Kings, 718-735-7151, Proprietary Corporation,"ABUNDANT LIFE AGENCY, INC.",BROOKLYN,N	 ,Home Health Aide,Medical Social Services,Nursing,Personal Care,Therapy - Physical
"ACARE HHC, INC.",BROOKLYN,NY ,Kings, 347-462-4173, Proprietary Corporation,"ACARE HHC, INC.",BROOKLYN,N	 ,Home Health Aide,Nursing,Personal Care
ACCREDO,FLUSHING,NY ,Kings, 718-268-0423, Proprietary Corporation,"AHG OF NEW YORK, INC.",ELMSFORD,N	 ,Nursing
"AGELESS HOME HEALTH CARE, LLC",BROOKLYN,NY ,Kings, 718-646-3777, Limited Liability Company,"AGELESS HOME HEALTH CARE, LLC",BROOKLYN,N	 ,Home Health Aide,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
ALJUD HOME CARE SERVICES,BROOKLYN,NY ,Kings, 718-649-0700, Partnership,ALFRED SCHONBERGER AND JUDITH SCHONBERGER,BROOKLYN,N	 ,Home Health Aide,Nursing,Nutritional,Personal Care,Physician Services,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"ALL CARE HOME HEALTH SERVICES, LLC",BROOKLYN,NY ,Kings, 347-996-6214, Limited Liability Company,"ALL CARE HOME HEALTH SERVICES, LLC",BROOKLYN,N	 ,Home Health Aide,Housekeeper,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
ALL PRO HOME AND HEALTH CARE SERVICES,BROOKLYN,NY ,Kings, 718-284-7757, Proprietary Corporation,"ALL PRO HOME AND HEALTH CARE SERVICES, INC.",BROOKLYN,N	 ,Home Health Aide,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"ALLIANCE FOR HEALTH, INC.",BROOKLYN,NY ,Kings, 718-875-8900, Proprietary Corporation,"ALLIANCE FOR HEALTH, INC.",BROOKLYN,N	 ,Home Health Aide,Nursing,Personal Care
ALTERNATE CHOICE HOME CARE,BROOKLYN,NY ,Kings, 718-336-9400, Individual,"CHARLOTTE WEIN, R.N.",BROOKLYN,N	 ,Home Health Aide,Nursing,Personal Care
"AMERICAN BIOMED HOMECARE, INC.",BROOKLYN,NY ,Kings, 718-235-8900, Proprietary Corporation,"AMERICAN ELECTRIC &amp; ELECTRONIC INSTRUMENTS, INC.",BROOKLYN,N	 ,Home Health Aide,Medical Supplies Equipment and Appliances,Nursing
AMERICAN HOPE HOME CARE SERVICES,BROOKLYN,NY ,Kings, 718-833-8314, Proprietary Corporation,AMERICARE HOME CARE SERVICES,BROOKLYN,N	 ,Home Health Aide,Nursing,Personal Care
AMERICARE OF NEW YORK CITY,BROOKLYN,NY ,Kings, 718-434-5100, Proprietary Corporation,"AMERICARE, INC.",BROOKLYN,N	 ,Home Health Aide,Medical Social Services,Medical Supplies Equipment and Appliances,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"ANNE BLUE HOME HEALTH CARE AGENCY, INC.",BROOKLYN,NY ,Kings, 718-462-2020, Proprietary Corporation,"ANNE BLUE HOME HEALTH CARE AGENCY, INC.",BROOKLYN,N	 ,Home Health Aide,Nursing,Personal Care
ANR ADVANCE HOME CARE SERVICES,BROOKLYN,NY ,Kings, 718-332-9200, Proprietary Corporation,"CARING CARE OF NEW YORK, INC.",BROOKLYN,N	 ,Home Health Aide,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
AT YOUR SIDE HOME CARE SERVICES,BROOKLYN,NY ,Kings, 718-646-0100, Limited Liability Company,"UNIVERSAL HEALTH CARE, LLC",BROOKLYN,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"ATTENDING HOME CARE, LLC",BROOKLYN,NY ,Kings, 718-940-9400, Limited Liability Company,"ATTENDING HOME CARE, LLC",BROOKLYN,N	 ,Home Health Aide,Homemaker,Nursing,Personal Care
"BEST CHOICE HOME HEALTH CARE, INC.",BROOKLYN,NY ,Kings, 718-319-2525, Voluntary Corporation,"BEST CHOICE HOME HEALTH CARE, INC.",BRONX,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Medical Supplies Equipment and Appliances,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"BESTCARE, INC.",BROOKLYN,NY ,Kings, 718-377-7077, Proprietary Corporation,"BESTCARE, INC.",LEVITTOWN,N	 ,Home Health Aide,Nursing,Personal Care
"BETH EMETH HOME ATTENDANT SERVICE, INC.",BROOKLYN,NY ,Kings, 718-253-2220, Voluntary Corporation,"BETH EMETH HOME ATTENDANT SERVICE, INC.",BROOKLYN,N	 ,Home Health Aide,Nursing,Personal Care
BHRAGS HOME CARE CORP.,BROOKLYN,NY ,Kings, 718-345-5940, Voluntary Corporation,BHRAGS HOME CARE CORP.,BROOKLYN,N	 ,Home Health Aide,Nursing,Personal Care
BLUEBIRD CARE,BROOKLYN,NY ,Kings, 718-517-7878, Limited Liability Company,"CARING HOME CARE SERVICES, LLC",BROOKLYN,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Supplies Equipment and Appliances,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"BROOKLYN HOME CARE, INC.",BROOKLYN,NY ,Kings, 718-693-1700, Proprietary Corporation,"BROOKLYN HOME CARE, INC.",BROOKLYN,N	 ,Home Health Aide,Nursing,Personal Care
BULKAN'S HEALTHCARE SERVICES,BROOKLYN,NY ,Kings, 718-624-7800, Individual,LALCHAN S. BULKAN,BROOKLYN,N	 ,Home Health Aide,Medical Social Services,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical
"BUSHWICK STUYVESANT HEIGHTS HOME ATTENDANT, INC.",BROOKLYN,NY ,Kings, 718-453-8400, Voluntary Corporation,BUSHWICK STUYVESANT HEIGHTS,BROOKLYN,N	 ,Home Health Aide,Medical Social Services,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"CABS HOME ATTENDANTS SERVICES, INC.",BROOKLYN,NY ,Kings, 718-388-0220, Voluntary Corporation,"CABS HOME ATTENDANTS SERVICE, INC.",BROOKLYN,N	 ,Audiology,Home Health Aide,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"CARE AT HOME - DIOCESE OF BROOKLYN, INC.",BROOKLYN,NY ,Kings, 718-907-4700, Voluntary Corporation,"CARE AT HOME-DIOCESE OF BROOKLYN, INC.",BROOKLYN,N	 ,Home Health Aide,Nursing,Personal Care
"CARELINK, INC.",BROOKLYN,NY ,Kings, 718-488-8300, Proprietary Corporation,"CARELINK, INC.",ELMONT,N	 ,Home Health Aide,Medical Social Services,Nursing,Nutritional,Personal Care,Physician Services,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"CAREWELL HOME CARE, INC.",BROOKLYN,NY ,Kings, 718-773-3350, Proprietary Corporation,"CAREWELL HOME CARE, INC.",BROOKLYN,N	 ,Home Health Aide,Homemaker,Housekeeper,Nursing,Personal Care
"CARING PROFESSIONALS, INC.",BROOKLYN,NY ,Kings, 718-333-1400, Proprietary Corporation,"CARING PROFESSIONALS, INC.",FOREST HILLS,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Medical Supplies Equipment and Appliances,Nursing,Nutritional,Personal Care,Physician Services,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"CHAD HOME HEALTH AGENCY, INC.",BROOKLYN,NY ,Kings, 718-221-6973, Proprietary Corporation,"CHAD HOME HEALTH AGENCY, INC.",BROOKLYN,N	 ,Home Health Aide,Medical Social Services,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"CITI HEALTH HOME CARE SERVICES, INC.",BROOKLYN,NY ,Kings, 718-856-6800, Proprietary Corporation,"CITI HEALTH HOME CARE SERVICES, INC.",BROOKLYN,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
